
	Saldo al	Soc.	Cta.mayor	Material	Texto breve de material	¡Val	       Stock total	UMB	Precio variable	       Valor total
	10/2021	PA04	1401130101	1030677	RODILLO D.89 LC.758 CH.17 820126D	2040	                1	UN	         78.01	            78.01
	10/2021	PA04	1401130101	1030734	CILINDRO VENTOMATIC 641848D	2040	                3	UN	         84.80	           254.40
	10/2021	PA04	1401130101	1030736	GPO DOSIFICACION VENTOMATIC 06691B20	2040	                3	UN	      1,323.55	         3,970.66
	10/2021	PA04	1401130101	1030737	TACO/CU—A 650995Z	2040	               16	UN	         19.85	           317.58
	10/2021	PA04	1401130101	1030745	BOQUILLA VENTOMATIC 543055D	2040	                1	UN	        531.16	           531.16
	10/2021	PA04	1401130101	1030749	FORRO VENTOMATIC 731703D	2040	                4	UN	         50.24	           200.95
	10/2021	PA04	1401130101	1030751	ANILLO DE GOMA 563566D VENTOMATIC	2040	                4	UN	         61.58	           246.32
	10/2021	PA04	1401130101	1030832	PLACA CIERRE 520149Z VENTOMATIC	2040	                4	UN	         40.51	           162.05
	10/2021	PA04	1401130101	1030837	GRUPO FLUIDIFICACION NT02884 VENTOMATIC	2040	                2	UN	        875.73	         1,751.46
	10/2021	PA04	1401130101	1030844	JGO FIJACION VENTOMATIC 07848B24	2040	                4	UN	         65.58	           262.30
	10/2021	PA04	1401130101	1031014	MANGUITO SKF PHF TB2517X48MM	2040	                1	UN	         16.44	            16.44
	10/2021	PA04	1401130101	1031024	POLEA SKF PHP 2SPZ125TB	2040	                1	UN	        109.00	           109.00
	10/2021	PA04	1401130101	1031033	POLEA SKF PHP 4SPA180TB	2040	                1	UN	         66.86	            66.86
	10/2021	PA04	1401130101	1031128	TAMBOR MOTOR 810328D VENTOMATIC	2040	                1	UN	      1,842.76	         1,842.76
	10/2021	PA04	1401130101	1031141	LAMINA LATERAL 551337D VENTOMATIC	2040	                1	UN	      1,189.71	         1,189.71
	10/2021	PA04	1401130101	1031142	LAMINA LATERAL 551346D VENTOMATIC	2040	                1	UN	      1,151.16	         1,151.16
	10/2021	PA04	1401130101	1031185	MOTOREDUCTOR 907689D VENTOMATIC	2040	                1	UN	      2,274.51	         2,274.51
	10/2021	PA04	1401130101	1031187	GUIA LATERAL 555533D VENTOMATIC	2040	                1	UN	        429.68	           429.68
	10/2021	PA04	1401130101	1031201	TWO-WAY GATE, PETERS TYPE 90 136493PRT	2040	                1	UN	     12,238.05	        12,238.05
	10/2021	PA04	1401130101	1031245	LLANTA DE RUEDAS 2.087648 UNI	2040	               40	UN	        270.54	        10,821.40
	10/2021	PA04	1401130101	1031321	ARA—A L 090/095	2040	                2	UN	         27.00	            54.00
	10/2021	PA04	1401130101	1032101	FRICTION LINING KIT 38VC1200 (146237AG	2040	                3	UN	      2,953.36	         8,860.09
	10/2021	PA04	1401130101	1032108	BOMBA DE ALTA 3398U1193 ULTRA FLS	2040	                2	UN	      1,103.28	         2,206.55
	10/2021	PA04	1401130101	1032122	BOMBA DE BAJA TUTHILL 2CGV 150PSI 5.5	2040	                2	UN	      2,325.30	         4,650.59
	10/2021	PA04	1401130101	1032123	CONJUNTO RODAMIENTO 729684203201	2040	                1	UN	     14,846.41	        14,846.41
	10/2021	PA04	1401130101	1032124	CUBIERTA PASADOR ENGRANAJE 5.C. 1934	2040	                1	UN	        596.04	           596.04
	10/2021	PA04	1401130101	1032137	BOMBA LUBRICADORA ENGRANAJE MOL.4	2040	                1	UN	      1,100.00	         1,100.00
	10/2021	PA04	1401130101	1032274	ELEMENT SET SIEMENS RUPEX-RWN-400-ELEM	2040	                1	UN	      1,507.52	         1,507.52
	10/2021	PA04	1401130101	1032618	ALARMA FALLA MOVIMIENTO MILTRONIC MFA-	2040	                1	UN	      1,195.00	         1,195.00
	10/2021	PA04	1401130101	1032619	PLACA TAMIZADORA 3.125901	2040	                2	UN	        719.15	         1,438.29
	10/2021	PA04	1401130101	1032666	POLO E ROTOR 217118WP	2040	                2	UN	     11,372.20	        22,744.40
	10/2021	PA04	1401130101	1032667	BOMBA ENG.VALVULA ALIVIO 50471.0010/1	2040	                1	UN	      1,665.00	         1,665.00
	10/2021	PA04	1401130101	1032671	PALANCA CHICHARRA P150001	2040	                2	UN	        253.58	           507.15
	10/2021	PA04	1401130101	1032674	GORRON INTERMEDIARIO VK-650 3.065216	2040	                3	UN	        414.20	         1,242.60
	10/2021	PA04	1401130101	1032691	CARBON ROTOSEAL 012056	2040	                8	UN	        114.71	           917.68
	10/2021	PA04	1401130101	1032736	CILINDRO HEMBRA 32VC1000 410825	2040	                1	UN	      5,846.61	         5,846.61
	10/2021	PA04	1401130101	1032826	GORRON OPUESTO LUGAR MANDO 3.090914	2040	                1	UN	        858.27	           858.27
	10/2021	PA04	1401130101	1032827	EJE INTERMEDIO 119/699.071	2040	                1	UN	         98.01	            98.01
	10/2021	PA04	1401130101	1032828	BOMBA GR 10 / SF 6-180 RD-LFM G. IZQ	2040	                1	UN	      3,589.84	         3,589.84
	10/2021	PA04	1401130101	1032829	BOMBA GR 10 / SF 6-180 RD-LFM G. DERECHA	2040	                2	UN	      4,795.45	         9,590.90
	10/2021	PA04	1401130101	1032830	ARO DETALLADO AT 7.5 P=250 X 45 JGO	2040	                4	UN	        915.32	         3,661.28
	10/2021	PA04	1401130101	1032840	SOPORTE DUCRODAN 2.082085 UNI	2040	                2	UN	      2,570.18	         5,140.35
	10/2021	PA04	1401130101	1032843	CILINDRO MACHO 32VC1000 410824	2040	                2	UN	      6,761.89	        13,523.78
	10/2021	PA04	1401130101	1032848	ZAPATA COMPLETA 146237F (32VC1000) JGO	2040	                2	UN	      4,545.83	         9,091.66
	10/2021	PA04	1401130101	1032849	ZAPATA - 146237AF (32VC1000)	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1032849	ZAPATA - 146237AF (32VC1000)	2040	                2	UN	      2,525.55	         5,051.09
	10/2021	PA04	1401130101	1032851	SEGMENTO METALICO 314117 BEUMER	2040	               92	UN	         11.51	         1,059.24
	10/2021	PA04	1401130101	1032852	BOMBA STEIMEL SF 2/8 RD	2040	                1	UN	      2,590.00	         2,590.00
	10/2021	PA04	1401130101	1032853	ENF. ACEITE TIPO 02-3N-1800	2040	                1	UN	      1,990.00	         1,990.00
	10/2021	PA04	1401130101	1032854	TUBO 402327	2040	                2	UN	      4,676.92	         9,353.84
	10/2021	PA04	1401130101	1032858	BOMBA DE ALTA PRESION R2.5	2040	                2	UN	      1,572.50	         3,145.00
	10/2021	PA04	1401130101	1032859	BOMBA DE BAJA PRESION GPA2-16-E-30-R	2040	                1	UN	      2,495.00	         2,495.00
	10/2021	PA04	1401130101	1032864	BALLESTA 552590D	2040	                1	UN	         35.44	            35.44
	10/2021	PA04	1401130101	1032870	SEGMENTOS CORONA MOTRIZ	2040	                1	UN	      9,765.84	         9,765.84
	10/2021	PA04	1401130101	1032871	ARANDELAS, DIM-6916 B23	2040	               24	UN	          1.49	            35.83
	10/2021	PA04	1401130101	1032873	TUBE (.2 IN, L=2960) 7.000089	2040	                1	UN	        404.30	           404.30
	10/2021	PA04	1401130101	1032874	PROTECTING TUBE 4.080831	2040	                1	UN	        344.07	           344.07
	10/2021	PA04	1401130101	1032875	ASTA VENTOMATIC 563192D	2040	                4	UN	        298.61	         1,194.45
	10/2021	PA04	1401130101	1032876	ACCIONMAMIENTO COMP. REGULADO PRO MOTOR	2040	                3	UN	      4,515.59	        13,546.78
	10/2021	PA04	1401130101	1032877	ARANDELA 570396D	2040	                4	UN	         18.26	            73.05
	10/2021	PA04	1401130101	1032878	SCREW WEAR SLEEVE (DRIVE END)	2040	                1	UN	        710.35	           710.35
	10/2021	PA04	1401130101	1032879	SOPORTE DE DUCRODAN 2.080270 UNI	2040	                2	UN	        782.28	         1,564.55
	10/2021	PA04	1401130101	1032880	PALETA ORIENTASACO C45/40/30 524759D	2040	                2	UN	      1,322.00	         2,644.00
	10/2021	PA04	1401130101	1032883	PALETAS BUSCH 07225	2040	                4	UN	        230.00	           920.00
	10/2021	PA04	1401130101	1032885	CAP. 08-1 #31-60 - 0.0905 1021-500-10125	2040	                1	UN	      1,843.77	         1,843.77
	10/2021	PA04	1401130101	1032886	OIL TUBE, 1MV 39" 1021-371-039 HONEYWEL	2040	                3	UN	        539.50	         1,618.50
	10/2021	PA04	1401130101	1032887	MIXER AND WHIRPLATE #6 1021-315-13K	2040	                1	UN	      1,004.90	         1,004.90
	10/2021	PA04	1401130101	1032888	GASKET 1 ,V HD TO SKT 4220-034-03	2040	               40	UN	         28.15	         1,126.13
	10/2021	PA04	1401130101	1032890	FAN WHEEL 100000-PUR	2040	                1	UN	      1,624.41	         1,624.41
	10/2021	PA04	1401130101	1032891	TUBO TELESCOPICO 34D030A00182	2040	                1	UN	      3,289.25	         3,289.25
	10/2021	PA04	1401130101	1032892	MANGUERA DEL SENSOR 34D000X01018	2040	               34	M	         45.37	         1,542.59
	10/2021	PA04	1401130101	1032893	POLEA PARA CABLE 34D000E00068	2040	                5	UN	        267.56	         1,337.82
	10/2021	PA04	1401130101	1032894	CUBIERTA DE EXTREMO DE CABLE 34D000X0450	2040	                2	UN	        215.75	           431.50
	10/2021	PA04	1401130101	1032895	CARCAZA DE JUNTA 103200 (10.200)	2040	                1	UN	      2,921.51	         2,921.51
	10/2021	PA04	1401130101	1032896	BRIDA 105124 (10.220)	2040	                1	UN	        304.02	           304.02
	10/2021	PA04	1401130101	1032897	PISTON 1622 1789 00	2040	                1	UN	         67.00	            67.00
	10/2021	PA04	1401130101	1032898	VEJIGA DE ACUMULADOR IHV 10-330/90	2040	                3	UN	      1,446.73	         4,340.20
	10/2021	PA04	1401130101	1032899	BOMBA HID. AA10VSO71DFLR/31R-PKC62N00	2040	                1	UN	      4,790.00	         4,790.00
	10/2021	PA04	1401130101	1032900	OBTURADOR AIRE RECORRIDO MEDIO 11-4933-1	2040	                1	UN	        110.00	           110.00
	10/2021	PA04	1401130101	1032901	OBTURADOR AIRE RECORRIDO FINAL 11-4932-1	2040	                1	UN	        110.00	           110.00
	10/2021	PA04	1401130101	1032902	DETECTOR DE AIRE VERTICAL 11-3633-2	2040	                1	UN	        110.00	           110.00
	10/2021	PA04	1401130101	1032903	CJTO ENSAMBLE CABLE D/IGNICION	2040	                3	UN	         80.00	           240.00
	10/2021	PA04	1401130101	1032904	CONTROL MOTOR 11-14545-2	2040	                1	UN	      2,250.00	         2,250.00
	10/2021	PA04	1401130101	1032905	SLIP RING 1.5B 150 A 4C+35A 3C	2040	                1	UN	      2,732.80	         2,732.80
	10/2021	PA04	1401130101	1032907	PROTECTION AGAINST WEAR 30068450	2040	                1	UN	     14,262.86	        14,262.86
	10/2021	PA04	1401130101	1032908	NIPPLE DIN71412-BM10X1	2040	                2	UN	        103.39	           206.78
	10/2021	PA04	1401130101	1032909	RODAMIENTO 6307-2RS1 POLEA	2040	               12	UN	         40.99	           491.82
	10/2021	PA04	1401130101	1032913	ADAPTER PL W COUPLER TO C56 FRAME	2040	                2	UN	        253.86	           507.72
	10/2021	PA04	1401130101	1032914	BACK-STOP STIEBER P/N RSBI 35	2040	                1	UN	      1,050.00	         1,050.00
	10/2021	PA04	1401130101	1032916	RETENEDORA EJE 110X140X12	2040	                1	UN	        145.94	           145.94
	10/2021	PA04	1401130101	1032917	RESORTE 16 BAR P/N 70021352	2040	                1	UN	        430.00	           430.00
	10/2021	PA04	1401130101	1032918	BOQUILLA CLAUDIUS 148954-PRT	2040	                1	UN	      1,130.26	         1,130.26
	10/2021	PA04	1401130101	1032919	CHAPA DE SEGURIDAD LADO DE MOTOR	2040	                2	UN	         22.35	            44.69
	10/2021	PA04	1401130101	1032920	CHAPA DE SEG CENTRAL LADO DESC	2040	                2	UN	         19.18	            38.35
	10/2021	PA04	1401130101	1032921	CHAPA SEG GRANDE LADO DESC.	2040	                4	UN	         21.98	            87.93
	10/2021	PA04	1401130101	1032922	CHAPA DE SEG. CHICA LADO DESC.	2040	                1	UN	         30.64	            30.64
	10/2021	PA04	1401130101	1032923	JUNTA EXPANSION 1A065.16G F5945/ PN	2040	                1	UN	        261.27	           261.27
	10/2021	PA04	1401130101	1032924	IMO PUMP SCREW D3EBF87P	2040	                1	UN	      4,173.66	         4,173.66
	10/2021	PA04	1401130101	1032925	ENFRIADOR DE ACEITE 5.010297 UNI	2040	                2	UN	      2,137.85	         4,275.70
	10/2021	PA04	1401130101	1032926	BRIDA LINEA DE SUCCION F 4.059800-004.1	2040	                4	UN	        469.78	         1,879.11
	10/2021	PA04	1401130101	1032927	TORNILLO SIN FIN X-250,R-17 FORM A 10512	2040	                1	UN	      8,009.44	         8,009.44
	10/2021	PA04	1401130101	1032928	ALOJAMIENTO BALINERA MOVIBLE 103206	2040	                3	UN	      2,457.40	         7,372.21
	10/2021	PA04	1401130101	1032929	CARRO DE CABLE FESTON GRUA KONE XA-32250	2040	                9	UN	        395.00	         3,555.00
	10/2021	PA04	1401130101	1032946	BARRAS PERIMETRALES DE RELLENO	2040	               20	UN	        114.27	         2,285.42
	10/2021	PA04	1401130101	1032955	DUCTO FLUIDCON DN200, 3.0M	2040	                1	UN	        996.00	           996.00
	10/2021	PA04	1401130101	1032956	DUCTO FLUIDCON DN200, 1.5M	2040	                2	UN	      1,130.78	         2,261.56
	10/2021	PA04	1401130101	1032957	DUCTO FLUIDCON DN200, 1.0M	2040	                2	UN	        652.26	         1,304.51
	10/2021	PA04	1401130101	1032958	DUCTO FLUIDCON DN200, 0.5M	2040	                2	UN	        497.64	           995.28
	10/2021	PA04	1401130101	1032960	LANZA QUEMADOR COMPLETA PGN-15436-2-000	2040	                1	UN	     10,986.46	        10,986.46
	10/2021	PA04	1401130101	1032961	CUERPO DE BOQUILLA 1026-001-07, 1MV STD	2040	                2	UN	      1,079.43	         2,158.86
	10/2021	PA04	1401130101	1032962	BOMBA R25/20, 21LT/MIN,10 BAR,1170RPM	2040	                2	UN	      1,871.15	         3,742.29
	10/2021	PA04	1401130101	1032963	PLACA A	2040	                8	UN	        106.90	           855.21
	10/2021	PA04	1401130101	1032965	PLACA A2	2040	                4	UN	         93.57	           374.26
	10/2021	PA04	1401130101	1032987	BOMBA RADIAL DE PISTON TIPO R 3,3 -1,7	2040	                1	UN	      2,980.00	         2,980.00
	10/2021	PA04	1401130101	1032988	SCANNER ISCAN2 2653-271-12 JOHN ZINK	2040	                1	UN	      3,844.92	         3,844.92
	10/2021	PA04	1401130101	1032993	BOTTOM SPOKE P/N 719-84-2-1604-00 BAR	2040	               24	UN	         62.32	         1,495.68
	10/2021	PA04	1401130101	1032994	BOTTOM SPOKE P/N 719-84-2-1605-00 BAR	2040	                8	UN	        105.52	           844.16
	10/2021	PA04	1401130101	1032995	NUT HVY HEX 3/4"-10 UNC-2B GR. 5 P/N 040	2040	              168	UN	          3.05	           512.40
	10/2021	PA04	1401130101	1032996	OIL RING 15" ID	2040	                2	UN	        825.09	         1,650.18
	10/2021	PA04	1401130101	1032998	DEFLECTOR DE GRASA ITEM 4.35	2040	                1	UN	        687.65	           687.65
	10/2021	PA04	1401130101	1032999	ARANDELA AISLANTE N∞ DE ITEM 4.56	2040	               16	UN	         22.93	           366.93
	10/2021	PA04	1401130101	1033000	DEFLECTOR DE GRASA DE ITEM 3.35	2040	                2	UN	        469.55	           939.10
	10/2021	PA04	1401130101	1033001	DEFLECTOR DE GRASA N∞ DE ITEM 4.35	2040	                1	UN	        400.56	           400.56
	10/2021	PA04	1401130101	1033002	UNIDAD DE MOTOR Y BOMBA 70018835	2040	                1	UN	      7,823.29	         7,823.29
	10/2021	PA04	1401130101	1033003	BRIDA EJE DE CARDAN DM 225 MM	2040	                1	UN	      3,758.16	         3,758.16
	10/2021	PA04	1401130101	1033004	ENFRIADOR ACEITE TIPO KK10-BCV-423 L328	2040	                1	UN	      1,980.00	         1,980.00
	10/2021	PA04	1401130101	1033006	ARO DE GOMA L=13.9 MT. 3.117731 FLSMIDTH	2040	                2	UN	      1,181.92	         2,363.84
	10/2021	PA04	1401130101	1033007	ARO DE FIELTRO 40MM X 10MM X 14 MT. FLS	2040	                2	UN	        833.02	         1,666.03
	10/2021	PA04	1401130101	1033008	ADAPTADOR P/PUERTO MUESTREO 1/4 NPT	2040	                3	UN	         39.49	           118.47
	10/2021	PA04	1401130101	1033014	ALOJAMI SUP EXT POS 10.50 100000-PUR JGO	2040	                1	UN	      7,972.26	         7,972.26
	10/2021	PA04	1401130101	1033015	RIEL PARTE NO. 4.205551 FLSMIDTH	2040	                4	UN	         66.55	           266.20
	10/2021	PA04	1401130101	1033016	RIEL PARTE NO. 4.205552 FLSMIDTH	2040	                4	UN	         47.04	           188.17
	10/2021	PA04	1401130101	1033017	ARANDELA PARTE NO. 7.000439 FLSMIDTH	2040	              195	UN	          1.73	           337.65
	10/2021	PA04	1401130101	1033019	BOMBA VIKING INTERNAL GEAR HL-4624B-2X2	2040	                1	UN	      6,980.00	         6,980.00
	10/2021	PA04	1401130101	1033020	CAMISA PARA ACUMULADOR AK-70-350-25	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033024	SEALING PLATE 30068449	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033025	PINON 22 DIENTES,1.25 DP,23	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033028	GEAR PUMP/16377470	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033031	PALETA DEL ROTOR 5515442 THYSSENKRUPP	2040	                1	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033047	ZAPATA FRENO EB315 D400DIN15435 JGO	2040	                4	UN	        883.83	         3,535.33
	10/2021	PA04	1401130101	1033048	PALANC MDO GRUA VV64-03Z(M)P+03Z(M)P JGO	2040	                1	UN	      6,499.77	         6,499.77
	10/2021	PA04	1401130101	1033052	PLACA LADO 412160	2040	                2	UN	      1,486.70	         2,973.40
	10/2021	PA04	1401130101	1033055	MOTOR BRAKE 1 HP 460/3/60 TEFC	2040	                3	UN	      2,099.69	         6,299.08
	10/2021	PA04	1401130101	1033074	VALVULA VICKERS DG4V-5-2N-M-U-EK-6-20	2040	                2	UN	        780.00	         1,560.00
	10/2021	PA04	1401130101	1033078	CILINDRO 641255D PARKER	2040	                2	UN	        346.69	           693.38
	10/2021	PA04	1401130101	1033079	CILINDRO 2 DNC-50-40-PPV-A PARKER	2040	                1	UN	        175.74	           175.74
	10/2021	PA04	1401130101	1033082	JGO REP. CILINDRO HOJA SAV 684827	2040	                1	UN	         16.10	            16.10
	10/2021	PA04	1401130101	1033085	CILINDRO BLOQUEO POSTERIOR 542440D PARKE	2040	                2	UN	        132.56	           265.12
	10/2021	PA04	1401130101	1033100	BLOQUE CONTROL HIDRAULICO NG15N	2040	                2	UN	      3,027.84	         6,055.68
	10/2021	PA04	1401130101	1033101	BOMBA HIDRAULICA PGM620A0370BM1H3VE5E5B1	2040	                2	UN	        650.05	         1,300.09
	10/2021	PA04	1401130101	1033102	TUBO ENGRASADOR EGE 20SR-ED ERMETO	2040	                2	UN	         58.08	           116.16
	10/2021	PA04	1401130101	1033103	TUBO HP-ROHR	2040	                2	UN	        140.21	           280.42
	10/2021	PA04	1401130101	1033104	CILINDRO HIDRAULICO 125/80-420 LAGER E70	2040	                4	UN	      2,352.21	         9,408.85
	10/2021	PA04	1401130101	1033106	DRENADOR INTERNO AUTOMATICO AQUAMAT	2040	                1	UN	         93.11	            93.11
	10/2021	PA04	1401130101	1033107	CONTROL CABINET FAN LV200 KAESER	2040	                1	UN	        495.25	           495.25
	10/2021	PA04	1401130101	1033108	CILINDRO NEUMATICO DIAM 125 MM L 150 MM	2040	                2	UN	        495.55	           991.10
	10/2021	PA04	1401130101	1033109	ARTICULACION HEMBRA CILINDRO DIAM 125 MM	2040	                2	UN	        154.56	           309.12
	10/2021	PA04	1401130101	1033110	ARTICULACION MACHO CILINDRO DIAM 125 MM	2040	                2	UN	        121.72	           243.44
	10/2021	PA04	1401130101	1033111	HORQUILLA PARA CILINDRO DIAMETRO 125MM	2040	                2	UN	        169.53	           339.06
	10/2021	PA04	1401130101	1033114	CILINDRO NEUMATICO D 50MM L 75MM 640282Z	2040	                2	UN	        243.85	           487.70
	10/2021	PA04	1401130101	1033115	CILINDRO NEUM¡TICO D 50MM L 75MM 640282Z	2040	                2	UN	        243.85	           487.70
	10/2021	PA04	1401130101	1033116	CILINDROS CONTRAPUESTOS DE GUILLOTINA XH	2040	                4	UN	        258.73	         1,034.92
	10/2021	PA04	1401130101	1033117	CILINDRO EVACUACI”N XH0500050	2040	                2	UN	        152.19	           304.38
	10/2021	PA04	1401130101	1033119	ELEMENTO DE BOMBA 5600 110	2040	                6	UN	        138.28	           829.65
	10/2021	PA04	1401130101	1033145	TAMBOR DE TENSADO 306471 BEUMER	2040	                2	UN	      7,326.92	        14,653.83
	10/2021	PA04	1401130101	1033148	CINTA DE PLACAS ANCHO 800 V084498.B11	2040	                1	UN	      1,422.69	         1,422.69
	10/2021	PA04	1401130101	1033149	CADENA DE PLACAS COMPLETA V689727.B27	2040	                1	UN	     11,404.28	        11,404.28
	10/2021	PA04	1401130101	1033151	UNIDAD DE PESAJE DWS 0.6T D733004.01	2040	                1	UN	     13,124.84	        13,124.84
	10/2021	PA04	1401130101	1033152	UNIDAD DE CONTROL DISOCONT TERSUS HL	2040	                1	UN	      1,896.58	         1,896.58
	10/2021	PA04	1401130101	1033153	MONITOR DISOCONT TERSUS VHM 20100	2040	                1	UN	      1,318.91	         1,318.91
	10/2021	PA04	1401130101	1033162	CORREA V 3VX630	2040	                4	UN	         12.81	            51.24
	10/2021	PA04	1401130101	1033162	CORREA V 3VX630	2040	                2	UN	          0.00	             0.00
	10/2021	PA04	1401130101	1033164	CORREA DENTADA OPTI BX-75 17MM	2040	                6	UN	         19.50	           117.00
	10/2021	PA04	1401130101	1033178	CORREA TRAPECIAL PLANA MER B-128	2040	               18	UN	         19.87	           357.73
	10/2021	PA04	1401130101	1033182	CORREA PLANA B-82 GATES B-82	2040	                6	UN	         17.73	           106.35
	10/2021	PA04	1401130101	1033183	CORREA TRAPECIAL V DAYCO AP-84	2040	               14	UN	          8.79	           123.03
	10/2021	PA04	1401130101	1033192	CORREA POLY V 5V1700 OPTIBELT 1700MM	2040	                4	UN	         66.17	           264.68
	10/2021	PA04	1401130101	1033199	CORREA 3V-800	2040	                1	UN	         12.70	            12.70
	10/2021	PA04	1401130101	1033200	CORREA B-74	2040	                4	UN	         11.14	            44.57
	10/2021	PA04	1401130101	1033203	CORREA PLANA B90 BROWNING B90	2040	                2	UN	         15.60	            31.20
	10/2021	PA04	1401130101	1033210	CORREA TRAPECIAL PLANA SUPER HC 5V-1250	2040	                6	UN	         47.00	           282.00
	10/2021	PA04	1401130101	1033214	CORREA PLANA 5V1900 CHEKA HI 5V1900	2040	                9	UN	         61.93	           557.37
	10/2021	PA04	1401130101	1033216	CORREA V B-77	2040	                2	UN	         13.56	            27.12
	10/2021	PA04	1401130101	1033218	CORREA A-67	2040	                6	UN	          3.50	            21.00
	10/2021	PA04	1401130101	1033225	CORREA TRAPECIAL V SKF PHG A-54	2040	                4	UN	          6.80	            27.20
	10/2021	PA04	1401130101	1033227	CORREA A-95	2040	                4	UN	          9.68	            38.72
	10/2021	PA04	1401130101	1033232	POLEA PLAN 11. 3/4 2 7/8 N/A	2040	                1	UN	         60.00	            60.00
	10/2021	PA04	1401130101	1033233	RUEDA CADENA 33 DIENTES	2040	                1	UN	         31.92	            31.92
	10/2021	PA04	1401130101	1033235	ESTRELLA DE HULE L-075 LOVEJOY	2040	                8	UN	         14.90	           119.16
	10/2021	PA04	1401130101	1033237	BUJE DE GOMA L070 LOVEJOY	2040	                8	UN	         11.98	            95.84
	10/2021	PA04	1401130101	1033239	ESTRELLA DE HULE L-100 LOVEJOY	2040	               10	UN	         19.08	           190.80
	10/2021	PA04	1401130101	1033244	POLEA PLAN 5X1 1 3/4 N/A	2040	                1	UN	         27.50	            27.50
	10/2021	PA04	1401130101	1033258	ACC CAD ESLABON CIERRE 12.7 MM SIMPLE	2040	               13	UN	          1.75	            22.75
	10/2021	PA04	1401130101	1033268	ACOPLE INSERTO PX 50 DODGE	2040	                5	UN	         32.69	           163.45
	10/2021	PA04	1401130101	1033273	JGO PI—ON ENGRANAJE 35P42221	2040	                1	UN	      1,222.29	         1,222.29
	10/2021	PA04	1401130101	1033275	BUJE DE GOMA 315 F.L.SMITHD JGO	2040	                2	UN	        428.95	           857.89
	10/2021	PA04	1401130101	1033276	ACOPLE FLUDEX FAK 257	2040	                1	UN	      6,390.00	         6,390.00
	10/2021	PA04	1401130101	1033277	BUJE DE GOMA 70 REXNORD	2040	                3	UN	        510.73	         1,532.18
	10/2021	PA04	1401130101	1033281	ESTRIBO CADENA 3.090270 UNI JGO	2040	               21	UN	        154.76	         3,249.87
	10/2021	PA04	1401130101	1033282	BUJE DE GOMA EA-100 FLENDER JGO	2040	                7	UN	        181.00	         1,267.00
	10/2021	PA04	1401130101	1033283	BUJE DE GOMA EA-160 FLENDER JGO	2040	                2	UN	        167.55	           335.09
	10/2021	PA04	1401130101	1033284	BUJE DE GOMA EA-225 FLENDER JGO	2040	                2	UN	        625.00	         1,250.00
	10/2021	PA04	1401130101	1033286	CORREA PLANA SPA-1600 GATES SPA-1600	2040	                2	UN	         28.60	            57.20
	10/2021	PA04	1401130101	1033287	ACOPLE INSERTO B28 DENTX-R	2040	                5	UN	        104.91	           524.55
	10/2021	PA04	1401130101	1033288	ACOPLE 213203A/313238A	2040	                3	UN	        104.17	           312.52
	10/2021	PA04	1401130101	1033289	BUJE DE GOMA EA-180 FLENDER JGO	2040	                3	UN	        620.00	         1,860.00
	10/2021	PA04	1401130101	1033290	ENGRANAJE CONICO 106+120/135745	2040	                1	PAA	        719.90	           719.90
	10/2021	PA04	1401130101	1033291	PI—ON 101/561.193	2040	                1	UN	         64.21	            64.21
	10/2021	PA04	1401130101	1033294	ACOPLE OTRO 541078-000 ENDRES-HAUSER	2040	                4	UN	         63.63	           254.50
	10/2021	PA04	1401130101	1033297	ACOPLE INSERTO 40R FALK	2040	                2	UN	        531.67	         1,063.33
	10/2021	PA04	1401130101	1033299	BUJE DE GOMA 10R FALK	2040	                2	UN	         44.54	            89.07
	10/2021	PA04	1401130101	1033300	ACOPLE INSERTO 10R FALK	2040	                2	UN	        118.34	           236.67
	10/2021	PA04	1401130101	1033344	CORREA V 3VX710 3VX710	2040	                2	UN	         40.96	            81.92
	10/2021	PA04	1401130101	1033402	CORREA PLANA B61 GATES B61	2040	                2	UN	         11.00	            22.00
	10/2021	PA04	1401130101	1033403	CORREA PLANA B63 GATES B63	2040	                2	UN	          9.40	            18.80
	10/2021	PA04	1401130101	1033426	CORREA V 3VX-900	2040	                3	UN	         12.62	            37.86
	10/2021	PA04	1401130101	1033427	CORREA V A-48	2040	                3	UN	          5.43	            16.29
	10/2021	PA04	1401130101	1033429	BUJE DE GOMA 50R10 FALK	2040	                2	UN	      1,150.00	         2,300.00
	10/2021	PA04	1401130101	1033433	BUJE DE GOMA 9-EM MARTINSPROCKET	2040	                2	UN	         39.81	            79.62
	10/2021	PA04	1401130101	1033434	BUJE DE GOMA 2.1 BEUMER	2040	                2	UN	         93.22	           186.43
	10/2021	PA04	1401130101	1033435	ACC CAD ESLABON 15.875 MM SIMPLE	2040	                8	UN	          5.08	            40.66
	10/2021	PA04	1401130101	1033444	CORREA VENTOMATIC 710513Z	2040	                3	UN	         68.71	           206.13
	10/2021	PA04	1401130101	1033445	CORREA DENTADA FAB VENTO HTD ANCH 85MM	2040	                1	UN	      1,364.04	         1,364.04
	10/2021	PA04	1401130101	1033456	POLEA 701216D VENTOMATIC	2040	                1	UN	        205.25	           205.25
